,name,position,primary_color,secondary_color,badge_url,avatar_url,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,dispossessed,totalContest,wonContest,shotOffTarget,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,totalTackle,errorLeadToAShot,ownGoals,wasFouled,fouls,totalOffside,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,totalOffside,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,keyPass,expectedAssists,groundWon
10,Lorran Lucas,F,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1459764/image,19.0,16.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,17.0,5.0,1.0,2.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,43.0,6.6,16.0,0.01,0.0,0.0,5.0
11,Santiago Ocampos,D,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1003060/image,21.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,25.0,6.4,5.0,0.0,0.0,0.0,0.0
12,Weliton Santos do Amaral,F,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1384828/image,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,6.5,1.0,0.0,0.0,0.0,0.0
13,Iago Teodoro da Silva Nogueira,D,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1647585/image,37.0,36.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,40.0,6.8,1.0,0.0,1.0,0.01,1.0
14,Lucyan,F,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1639823/image,6.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,6.8,0.0,0.0,0.0,0.0,2.0
15,Wallace,M,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1466084/image,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,6.7,2.0,0.0,0.0,0.0,1.0
16,Lucas Furtado,G,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1466549/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Francisco Dyogo  Bento Alves,G,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1589312/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Gabriel Noga,D,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1002435/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Jean Carlos,M,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1386047/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Daniel Rogério,M,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1471252/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Caio Vinicius,M,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1485196/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Joao Marcos Garcia da Costa,M,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,https://api.sofascore.com/api/v1/player/1647482/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Gerson Dida,G,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1175730/image,9.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,11.0,6.9,0.0,0.0,0.0,0.0,0.0
1,Ronaldo,D,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1479167/image,26.0,16.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,32.0,6.6,11.0,0.0,0.0,0.0,1.0
2,Rodolfo Filemon,D,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/869584/image,60.0,55.0,12.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,76.0,7.1,7.0,0.0,0.0,0.0,1.0
3,Diego Guerra,D,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/868060/image,52.0,45.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,66.0,7.0,7.0,0.0,0.0,0.0,1.0
4,Pará,D,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/125000/image,40.0,32.0,4.0,2.0,0.0,4.0,2.0,0.0,1.0,6.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0,56.0,7.2,10.0,0.0,1.0,0.03,6.0
5,Anderson Rosa,M,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1123146/image,37.0,36.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,49.0,7.3,4.0,0.0,1.0,0.03,4.0
6,João Paulo,M,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/807776/image,20.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,6.7,3.0,0.0,0.0,0.0,3.0
7,Wellington Cézar,M,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/840256/image,50.0,39.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,67.0,7.2,13.0,0.1,1.0,0.0,7.0
8,Romarinho,M,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/867960/image,22.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,29.0,6.7,4.0,0.0,1.0,0.13,3.0
9,Nenê Bonilha,F,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/329053/image,13.0,10.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,22.0,6.8,7.0,0.0,0.0,0.0,2.0
10,Breno,F,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1109500/image,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,11.0,6.8,2.0,0.0,1.0,0.03,1.0
11,Carlos Coppetti,M,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/986857/image,20.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,23.0,6.6,3.0,0.13,0.0,0.0,5.0
12,Leandrinho,F,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/840456/image,15.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,27.0,6.7,9.0,0.03,0.0,0.0,3.0
13,Elicley Soares,M,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1462909/image,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,10.0,6.7,2.0,0.01,0.0,0.0,3.0
14,Kayo,M,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1465221/image,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.5,2.0,0.0,0.0,0.0,1.0
15,Willian,D,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1175571/image,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,6.6,0.0,0.0,0.0,0.0,0.0
16,Bruno Rodrigues,G,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/868012/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Marcos Vinicius,G,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1468411/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Michel Pereira,D,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/866335/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Guilherme Silveira,M,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1018660/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Vinícius Garcia,M,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1047081/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Guilherme,M,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1175762/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Pedro da Silva de Oliveira,F,#008F45,#D91E25,https://api.sofascore.com/api/v1/team/208067/image,https://api.sofascore.com/api/v1/player/1647414/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Mota,G,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/926826/image,17.0,14.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,90.0,18.0,8.2,4.0,0.0,0.0,0.0,0.0
1,Almir,D,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/1463893/image,59.0,45.0,9.0,6.0,0.0,8.0,1.0,1.0,0.0,19.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,74.0,6.6,14.0,0.0,1.0,0.32,3.0
2,Marcão,D,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/868855/image,44.0,40.0,4.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,53.0,6.9,6.0,0.0,0.0,0.0,3.0
3,Arthur Edeson,D,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/981606/image,49.0,47.0,3.0,2.0,0.0,0.0,0.0,2.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,58.0,7.3,5.0,0.0,0.0,0.0,1.0
4,Evandro,D,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/795031/image,49.0,37.0,4.0,3.0,0.0,5.0,1.0,1.0,1.0,12.0,5.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,64.0,6.7,12.0,0.0,2.0,0.06,4.0
5,Wagninho,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/981591/image,44.0,35.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,8.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,56.0,6.5,9.0,0.0,0.0,0.0,7.0
6,Arthur Da Silva Martins,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/1609568/image,26.0,22.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,13.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,44.0,7.1,8.0,0.0,2.0,0.15,6.0
7,Pablo Pardal,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/851501/image,33.0,27.0,2.0,2.0,1.0,5.0,2.0,0.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,45.0,8.1,12.0,0.15,2.0,0.58,2.0
8,Arthur Santos,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/866393/image,66.0,63.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,77.0,7.4,5.0,0.01,0.0,0.0,7.0
9,Hugo Borges,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/929488/image,24.0,16.0,5.0,4.0,1.0,3.0,1.0,0.0,0.0,13.0,8.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0,41.0,7.3,11.0,0.06,3.0,0.13,8.0
10,Rodrigão,F,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/841844/image,12.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,21.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,23.0,8.0,12.0,1.03,0.0,0.0,1.0
11,Antônio Carlos,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/986919/image,6.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,6.6,3.0,0.0,0.0,0.0,7.0
12,Patryck Ferreira,F,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/1462415/image,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,6.3,4.0,0.0,0.0,0.0,1.0
13,Dadinha,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/1047659/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.1,0.0,0.0,0.0,0.0,0.0
14,Guilherme Xuxa,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/1034936/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,5.9,1.0,0.0,0.0,0.0,0.0
15,Wesley Hudson,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/1090713/image,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,6.5,0.0,0.0,0.0,0.0,1.0
16,Douglas Lima,G,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/328999/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Guilherme Zoio,D,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/1175731/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Pedro Cavalini,D,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/1034322/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Fábio Matos,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/825782/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,João Felipe,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/1034330/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Vinicius Bala,M,#FFE314,#13027C,https://api.sofascore.com/api/v1/team/6980/image,https://api.sofascore.com/api/v1/player/840112/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Paulo Henrique,G,#000000,#FEEF03,https://api.sofascore.com/api/v1/team/6982/image,https://api.sofascore.com/api/v1/player/552660/image,15.0,13.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,90.0,17.0,6.1,4.0,0.0,0.0,0.0,0.0
