,name,position,primary_color,secondary_color,badge_url,avatar_url,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,dispossessed,totalContest,wonContest,shotOffTarget,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,totalTackle,errorLeadToAShot,ownGoals,wasFouled,fouls,totalOffside,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,totalOffside,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,keyPass,expectedAssists,groundWon
10,Matías Segovia,F,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/988622/image,30.0,26.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,7.0,2.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,52.0,7.6,4.0,0.27,1.0,0.04,7.0
11,Eduardo,F,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/76507/image,10.0,9.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,38.0,13.0,6.6,2.0,0.0,0.0,0.0,0.0
12,Marlon Freitas,M,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/840202/image,14.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,15.0,6.6,1.0,0.0,1.0,0.06,0.0
13,Jeffinho,F,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/1016948/image,12.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,3.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,7.0,2.0,0.47,0.0,0.0,3.0
14,Matheus Nascimento,F,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/1047683/image,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,6.6,3.0,0.0,0.0,0.0,2.0
15,Lucas Halter,D,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/905450/image,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,6.4,0.0,0.0,0.0,0.0,1.0
16,Gatito Fernández,G,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/840027/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Alexander Barboza,D,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/801044/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Hugo,D,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/1018915/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Danilo Barbosa,M,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/330063/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tchê Tchê,M,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/840398/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Victor Sá,M,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/799634/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Tiquinho Soares,F,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/789100/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Gabriel Leite,G,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/870928/image,38.0,34.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,90.0,42.0,8.0,5.0,0.0,0.0,0.0,0.0
1,Jose Ricardo Batista Cerqueira,D,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1412605/image,19.0,12.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,34.0,6.6,11.0,0.0,1.0,0.02,3.0
2,Luiz Felipe de Souza Soares,D,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1186781/image,60.0,55.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,71.0,6.6,6.0,0.0,0.0,0.0,1.0
3,Victor Oliveira,D,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/794891/image,46.0,43.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,59.0,6.6,5.0,0.0,0.0,0.0,0.0
4,Erick Daltro,D,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/353304/image,22.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,68.0,30.0,6.7,5.0,0.32,1.0,0.0,1.0
5,Gabriel Saulo,M,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1526303/image,20.0,16.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,9.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,35.0,7.3,5.0,0.0,1.0,0.32,5.0
6,Renatinho,M,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1105927/image,27.0,26.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,16.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,43.0,6.3,2.0,0.0,0.0,0.0,6.0
7,Adsson Igor Marinho,M,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1022673/image,46.0,38.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,3.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,72.0,6.5,11.0,0.01,0.0,0.0,9.0
8,Edgar Serafim dos Santos Neto,M,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1546444/image,13.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,25.0,6.8,7.0,0.0,0.0,0.0,3.0
9,Cleyton,F,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/252347/image,21.0,16.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,36.0,7.0,5.0,0.02,0.0,0.0,7.0
10,João Victor Maranhão,F,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1444695/image,5.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,15.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,16.0,6.6,6.0,0.0,0.0,0.0,7.0
11,Rhuan Américo da Silva,D,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1546442/image,11.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.0,6.6,2.0,0.03,0.0,0.0,1.0
12,Walney,M,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/868036/image,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14.0,6.7,3.0,0.0,0.0,0.0,5.0
13,Gabriel Canela,M,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1018683/image,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,6.7,3.0,0.0,0.0,0.0,9.0
14,Andrezinho,D,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/869432/image,13.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,6.2,1.0,0.0,0.0,0.0,0.0
15,Lorran,M,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/881482/image,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,6.5,2.0,0.0,0.0,0.0,3.0
16,Cadu,G,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1105782/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Lucas Marreta,D,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1612382/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Bruno Tatavitto,M,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1214384/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Anderson Lessa,F,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/981021/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Gabryel Vinicius,F,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1462225/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Douglas Coutinho,F,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/329031/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Ronald Barbosa Raposo,F,#ffffff,#E20019,https://api.sofascore.com/api/v1/team/1993/image,https://api.sofascore.com/api/v1/player/1590523/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Vitor Eudes,G,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/927666/image,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Alexandre Jesus,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1016865/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Antônio Carlos,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/242209/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Luan Freitas,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/986064/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Cristiano,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/886239/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Felipe Andrade,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1586575/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Arthur Wenderroscky,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1382913/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Gustavo Apis,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1106778/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,João Neto,F,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1110033/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Lelê,F,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1173457/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Isaac,F,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1464519/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Wallace,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1017033/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
