,id,player_name,team_name,primary_color,secondary_color,badge_url,rating,goals,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,penaltyConversion,totalCross,duelLost,aerialLost,attemptPenaltyMiss,totalLongBalls,goalsConceded,scoringFrequency,yellowRedCards,substitutionsIn,substitutionsOut,goalKicks,ballRecovery,appearances
0,1640593,João Victor de Sousa Cabral,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.6857142857143,0.0,0.0,248.0,49.0,297.0,83.5,22.0,1.0,1.0,50.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,53.85,25.0,30.12,735.0,0.0,0.0,0.0,0.0,25.0,55.56,15.0,7.0,2.0,8.0,16.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,58.0,12.0,0.0,45.0,0.0,735.0,0.0,0.0,0.0,1.0,65.0,7.0
0,1463888,Diego Miticov,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.5142857142857,0.0,0.0,219.0,27.0,246.0,89.02,35.0,3.0,4.0,57.14,21.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,33.33,28.0,25.69,560.0,0.0,0.0,0.0,0.0,9.0,60.0,4.0,4.0,6.0,16.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,81.0,8.0,0.0,15.0,0.0,560.0,0.0,6.0,1.0,0.0,38.0,7.0
0,1587853,Fellipe da Silva Resende,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.5,0.0,0.0,10.0,2.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,1.0,0.0,2.0,1.0
0,973886,Matheus Claudino,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.475,0.0,0.0,104.0,17.0,121.0,85.95,14.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,50.0,16.0,34.78,330.0,0.0,0.0,0.0,0.0,9.0,56.25,5.0,3.0,5.0,5.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,30.0,3.0,0.0,16.0,0.0,330.0,0.0,2.0,0.0,0.0,24.0,4.0
0,982644,Gerson Júnior,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.4666666666667,0.0,0.0,48.0,13.0,61.0,78.69,5.0,0.0,10.0,83.33,3.0,1.0,0.0,0.0,2.0,33.33,3.0,1.0,2.0,0.0,0.0,28.0,48.28,223.0,0.0,0.0,0.0,0.0,2.0,66.67,0.0,3.0,7.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,30.0,2.0,0.0,3.0,0.0,223.0,0.0,2.0,0.0,0.0,7.0,3.0
0,796678,Jackson Caucaia,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.4666666666667,0.0,0.0,35.0,12.0,47.0,74.47,4.0,0.0,1.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,9.0,42.86,93.0,0.0,0.0,0.0,0.0,3.0,42.86,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,7.0,0.0,93.0,0.0,0.0,4.0,0.0,9.0,4.0
0,870955,Bruno Lima,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.45,0.0,0.0,26.0,5.0,31.0,83.87,0.0,0.0,2.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.44,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,69.0,0.0,2.0,0.0,1.0,6.0,2.0
0,1590188,Igor Alves,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.45,0.0,0.0,15.0,6.0,21.0,71.43,0.0,0.0,1.0,33.33,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,41.67,13.0,32.5,182.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,7.0,0.0,0.0,0.0,182.0,0.0,1.0,0.0,0.0,9.0,2.0
0,1462195,João Cabral,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.4333333333333,0.0,0.0,44.0,13.0,57.0,77.19,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0,4.0,26.67,163.0,0.0,0.0,0.0,0.0,4.0,36.36,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,4.0,0.0,11.0,0.0,163.0,0.0,0.0,2.0,0.0,7.0,3.0
0,1609617,Ramon  Batista de Campos,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.4333333333333,0.0,0.0,61.0,16.0,77.0,79.22,6.0,2.0,6.0,85.71,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.44,16.0,27.12,321.0,0.0,0.0,0.0,0.0,2.0,66.67,13.0,7.0,3.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,43.0,5.0,0.0,3.0,0.0,321.0,0.0,0.0,0.0,0.0,21.0,3.0
0,874262,Ítalo,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.4333333333333,0.0,0.0,51.0,9.0,60.0,85.0,3.0,3.0,6.0,85.71,3.0,0.0,0.0,0.0,1.0,25.0,4.0,1.0,3.0,5.0,41.67,28.0,34.57,329.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,53.0,7.0,0.0,0.0,0.0,329.0,0.0,4.0,2.0,0.0,7.0,6.0
0,1016179,Paulo Victor,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.4333333333333,0.0,0.0,133.0,38.0,171.0,77.78,8.0,3.0,6.0,46.15,14.0,1.0,0.0,0.0,6.0,46.15,3.0,0.0,3.0,6.0,60.0,32.0,40.0,476.0,0.0,0.0,0.0,0.0,4.0,40.0,8.0,4.0,3.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,48.0,4.0,0.0,10.0,0.0,476.0,0.0,0.0,2.0,0.0,48.0,6.0
0,1064027,Pablo Alves,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.425,0.0,0.0,21.0,4.0,25.0,84.0,4.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,28.57,4.0,19.05,147.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,5.0,0.0,2.0,0.0,147.0,0.0,0.0,4.0,0.0,4.0,4.0
0,868851,Arlen,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.4,0.0,0.0,46.0,11.0,57.0,80.7,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,33.33,0.0,0.0,0.0,0.0,0.0,14.0,33.33,181.0,0.0,0.0,0.0,0.0,3.0,100.0,2.0,1.0,5.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,28.0,1.0,0.0,3.0,0.0,181.0,0.0,2.0,2.0,0.0,14.0,4.0
0,1609675,Victor Gualberto Araujo,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.36,0.0,0.0,58.0,6.0,64.0,90.63,3.0,0.0,2.0,100.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,13.0,33.33,201.0,0.0,0.0,0.0,0.0,2.0,66.67,2.0,3.0,6.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,3.0,0.0,201.0,0.0,1.0,4.0,0.0,16.0,5.0
0,1106415,Fábio Henrique Fabinho,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.35,0.0,0.0,8.0,2.0,10.0,80.0,0.0,1.0,2.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,25.0,8.0,27.59,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,3.0,0.0,0.0,0.0,106.0,0.0,1.0,1.0,0.0,3.0,2.0
0,889276,Joao Leonardo,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.3,0.0,0.0,10.0,8.0,18.0,55.56,0.0,1.0,1.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,5.0,35.71,73.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,3.0,0.0,1.0,0.0,73.0,0.0,1.0,0.0,0.0,1.0,1.0
0,1131285,Madson Ferreira,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.2,0.0,0.0,8.0,4.0,12.0,66.67,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.52,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,6.0,0.0,0.0,0.0,72.0,0.0,0.0,2.0,0.0,2.0,2.0
0,852534,Carlinhos,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,7.5,7.0,7.0,83.0,16.0,99.0,83.84,3.0,6.0,11.0,61.11,18.0,1.0,1.0,1.0,0.0,0.0,20.0,9.0,11.0,20.0,46.51,63.0,34.81,671.0,35.0,0.0,0.0,1.0,1.0,33.33,5.0,0.0,8.0,16.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,118.0,23.0,0.0,3.0,0.0,95.857142857143,1.0,3.0,0.0,0.0,16.0,7.0
0,980202,Bill,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,7.1571428571429,1.0,3.0,173.0,48.0,221.0,78.28,17.0,12.0,23.0,76.67,18.0,0.0,0.0,0.0,5.0,33.33,14.0,2.0,12.0,0.0,0.0,39.0,36.11,605.0,7.143,0.0,0.0,1.0,10.0,55.56,3.0,4.0,6.0,11.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,15.0,69.0,3.0,0.0,18.0,0.0,605.0,0.0,5.0,0.0,0.0,24.0,7.0
0,883917,Fabricio,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,7.125,0.0,0.0,143.0,30.0,173.0,82.66,8.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,4.0,44.44,851.0,0.0,0.0,0.0,0.0,57.0,67.06,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,2.0,2.0,8.0,0.0,0.0,5.0,2.0,0.0,85.0,10.0,851.0,0.0,0.0,0.0,71.0,32.0,8.0
0,1518961,Yago,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,7.0833333333333,1.0,1.0,108.0,24.0,132.0,81.82,11.0,11.0,16.0,69.57,9.0,1.0,0.0,0.0,2.0,33.33,9.0,1.0,8.0,0.0,0.0,30.0,32.97,451.0,11.11,0.0,0.0,1.0,5.0,55.56,0.0,1.0,5.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,61.0,4.0,0.0,9.0,0.0,451.0,0.0,5.0,0.0,0.0,15.0,6.0
0,1019269,Albert,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,7.025,1.0,1.0,210.0,40.0,250.0,84.0,21.0,3.0,8.0,72.73,35.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,7.0,50.0,31.0,39.24,687.0,10.0,0.0,0.0,1.0,12.0,52.17,9.0,7.0,0.0,3.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,48.0,7.0,0.0,23.0,0.0,687.0,0.0,3.0,1.0,0.0,52.0,8.0
0,870882,Emerson Carioca,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.8333333333333,0.0,1.0,66.0,21.0,87.0,75.86,10.0,1.0,2.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,6.0,35.29,21.0,44.68,274.0,0.0,0.0,0.0,1.0,13.0,72.22,2.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,26.0,11.0,0.0,18.0,0.0,274.0,0.0,1.0,5.0,0.0,6.0,6.0
0,1641044,Maicon Araújo dos Santos,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.8166666666667,0.0,0.0,147.0,24.0,171.0,85.96,16.0,1.0,8.0,66.67,22.0,1.0,0.0,0.0,5.0,41.67,4.0,1.0,3.0,9.0,81.82,43.0,38.74,500.0,0.0,0.0,0.0,0.0,3.0,37.5,4.0,1.0,11.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,68.0,2.0,0.0,8.0,0.0,500.0,0.0,1.0,1.0,0.0,53.0,6.0
0,1588106,Maxsuell Alexandre Alves Soares,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.8,0.0,0.0,14.0,7.0,21.0,66.67,1.0,1.0,10.0,76.92,4.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,17.0,36.96,103.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,1.0,0.0,1.0,0.0,103.0,0.0,0.0,3.0,0.0,6.0,3.0
0,1499919,Joao Victor,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.7833333333333,1.0,1.0,49.0,10.0,59.0,83.05,6.0,2.0,7.0,87.5,7.0,2.0,0.0,0.0,1.0,50.0,6.0,1.0,5.0,0.0,0.0,20.0,51.28,260.0,16.67,0.0,0.0,0.0,2.0,100.0,0.0,1.0,4.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,19.0,0.0,0.0,2.0,0.0,260.0,0.0,2.0,4.0,0.0,14.0,6.0
0,1016072,Cayo Tenório,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.775,0.0,0.0,255.0,55.0,310.0,82.26,25.0,4.0,21.0,67.74,55.0,2.0,0.0,0.0,11.0,39.29,3.0,1.0,2.0,5.0,50.0,64.0,35.16,775.0,0.0,0.0,0.0,0.0,17.0,58.62,16.0,9.0,22.0,16.0,38.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,28.0,118.0,5.0,0.0,29.0,0.0,775.0,0.0,2.0,0.0,0.0,86.0,8.0
0,889086,Lucas Campos,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.6833333333333,1.0,1.0,61.0,9.0,70.0,87.14,2.0,0.0,8.0,72.73,14.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,16.67,31.0,43.66,233.0,25.0,0.0,0.0,0.0,2.0,100.0,3.0,2.0,13.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,5.0,0.0,2.0,0.0,233.0,0.0,1.0,5.0,0.0,15.0,6.0
0,975423,Italo,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.675,0.0,1.0,77.0,22.0,99.0,77.78,12.0,2.0,3.0,50.0,15.0,1.0,0.0,0.0,2.0,33.33,0.0,0.0,0.0,2.0,50.0,14.0,32.56,352.0,0.0,0.0,0.0,0.0,10.0,55.56,14.0,1.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,29.0,2.0,0.0,18.0,0.0,352.0,0.0,1.0,1.0,0.0,19.0,4.0
0,555612,Sidney Pages,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.66,0.0,0.0,89.0,7.0,96.0,92.71,10.0,0.0,3.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,33.33,11.0,47.83,177.0,0.0,0.0,0.0,0.0,3.0,50.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,2.0,0.0,6.0,0.0,177.0,0.0,0.0,4.0,0.0,8.0,5.0
0,1018067,Ronald,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.6428571428571,0.0,1.0,129.0,29.0,158.0,81.65,24.0,6.0,4.0,40.0,14.0,3.0,0.0,0.0,1.0,100.0,6.0,1.0,5.0,4.0,44.44,18.0,28.57,440.0,0.0,0.0,0.0,2.0,9.0,42.86,8.0,2.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,45.0,5.0,0.0,21.0,0.0,440.0,0.0,2.0,3.0,0.0,22.0,7.0
0,552190,Sergio Raphael dos Anjos,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.6125,0.0,0.0,342.0,59.0,401.0,85.29,20.0,1.0,5.0,100.0,38.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,42.11,31.0,36.05,827.0,0.0,0.0,0.0,0.0,24.0,48.0,16.0,5.0,2.0,10.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,55.0,11.0,0.0,50.0,0.0,827.0,0.0,1.0,0.0,0.0,61.0,8.0
0,1023501,Ezequiel,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.6,0.0,0.0,6.0,4.0,10.0,60.0,0.0,0.0,1.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,4.0,28.57,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,0.0,0.0,3.0,1.0
0,1641045,Alexandre Junio Santos da Silva,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.5714285714286,0.0,0.0,87.0,20.0,107.0,81.31,10.0,3.0,22.0,68.75,16.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,4.0,23.53,55.0,37.16,528.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,93.0,13.0,0.0,2.0,0.0,528.0,0.0,6.0,1.0,0.0,24.0,7.0
0,975421,Índio,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.5142857142857,0.0,0.0,173.0,30.0,203.0,85.22,18.0,2.0,0.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,62.5,32.0,33.33,482.0,0.0,0.0,0.0,0.0,5.0,38.46,9.0,1.0,2.0,17.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,64.0,3.0,0.0,13.0,0.0,482.0,0.0,3.0,3.0,0.0,44.0,7.0
0,975380,Gabriel,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.4857142857143,0.0,0.0,247.0,35.0,282.0,87.59,10.0,0.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,60.71,38.0,35.85,749.0,0.0,0.0,0.0,0.0,27.0,62.79,32.0,6.0,8.0,7.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,68.0,11.0,0.0,43.0,0.0,749.0,0.0,0.0,0.0,0.0,57.0,7.0
0,868039,Yan Silva,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.45,0.0,0.0,30.0,4.0,34.0,88.24,1.0,0.0,2.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,47.06,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,0.0,76.0,0.0,0.0,2.0,0.0,6.0,2.0
0,1641047,Marllon Moreira Batista,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.4,0.0,0.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,38.46,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,37.0,0.0,0.0,2.0,0.0,1.0,2.0
0,1588096,Fernando César Alves da Conceição,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.4,0.0,0.0,61.0,4.0,65.0,93.85,5.0,0.0,2.0,33.33,6.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,11.0,23.4,194.0,0.0,0.0,0.0,0.0,3.0,60.0,1.0,0.0,5.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,36.0,2.0,0.0,5.0,0.0,194.0,0.0,2.0,2.0,0.0,15.0,4.0
0,1588099,Lucas Cruz Siqueira da Silva,Nova Iguaçu,#ff932e,#ffffff,https://api.sofascore.com/api/v1/team/6981/image,6.1,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0
0,869676,Crystopher,Boavista,#ffffff,#009900,https://api.sofascore.com/api/v1/team/6977/image,7.4125,2.0,6.0,206.0,43.0,249.0,82.73,34.0,14.0,14.0,87.5,12.0,1.0,0.0,0.0,3.0,75.0,18.0,8.0,10.0,4.0,36.36,39.0,39.0,623.0,11.11,0.0,0.0,1.0,7.0,36.84,1.0,4.0,6.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,61.0,7.0,0.0,19.0,0.0,311.5,0.0,5.0,1.0,0.0,38.0,8.0
0,976088,Matheus Lucas,Boavista,#ffffff,#009900,https://api.sofascore.com/api/v1/team/6977/image,7.275,5.0,5.0,59.0,13.0,72.0,81.94,7.0,3.0,10.0,71.43,3.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,10.0,4.0,15.38,43.0,33.59,500.0,26.32,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,18.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,85.0,22.0,0.0,2.0,0.0,100.0,0.0,6.0,2.0,0.0,11.0,8.0
0,868094,Matheus Alessandro,Boavista,#ffffff,#009900,https://api.sofascore.com/api/v1/team/6977/image,7.0875,0.0,1.0,152.0,31.0,183.0,83.06,13.0,7.0,22.0,75.86,11.0,2.0,0.0,0.0,0.0,0.0,12.0,5.0,7.0,1.0,12.5,69.0,43.95,637.0,0.0,0.0,0.0,0.0,8.0,80.0,3.0,1.0,26.0,13.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,88.0,7.0,0.0,10.0,0.0,637.0,0.0,4.0,1.0,0.0,26.0,8.0
0,1047775,André Luiz,Boavista,#ffffff,#009900,https://api.sofascore.com/api/v1/team/6977/image,7.075,0.0,0.0,104.0,17.0,121.0,85.95,3.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,85.71,7.0,70.0,851.0,0.0,0.0,0.0,0.0,20.0,55.56,4.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,32.0,2.0,1.0,8.0,0.0,0.0,3.0,1.0,0.0,36.0,12.0,851.0,0.0,0.0,0.0,80.0,46.0,8.0
0,1111131,Jefferson Souza,Boavista,#ffffff,#009900,https://api.sofascore.com/api/v1/team/6977/image,6.9714285714286,0.0,0.0,92.0,20.0,112.0,82.14,8.0,4.0,21.0,84.0,18.0,2.0,0.0,0.0,3.0,42.86,6.0,1.0,5.0,7.0,58.33,53.0,44.17,441.0,0.0,0.0,0.0,2.0,5.0,71.43,4.0,2.0,18.0,11.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,67.0,5.0,0.0,7.0,0.0,441.0,0.0,4.0,2.0,0.0,32.0,7.0
0,1110656,Sheldon,Boavista,#ffffff,#009900,https://api.sofascore.com/api/v1/team/6977/image,6.8125,1.0,1.0,248.0,64.0,312.0,79.49,40.0,1.0,5.0,71.43,46.0,1.0,0.0,0.0,1.0,20.0,13.0,3.0,10.0,11.0,39.29,36.0,34.62,831.0,7.692,0.0,0.0,6.0,47.0,58.02,27.0,10.0,2.0,5.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,68.0,17.0,0.0,81.0,0.0,831.0,0.0,1.0,0.0,2.0,68.0,8.0
