,id,player_name,team_name,primary_color,secondary_color,badge_url,rating,goals,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,penaltyConversion,totalCross,duelLost,aerialLost,attemptPenaltyMiss,totalLongBalls,goalsConceded,scoringFrequency,yellowRedCards,substitutionsIn,substitutionsOut,goalKicks,ballRecovery,appearances
0,1514628,Diegão,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.8,0.0,0.0,149.0,12.0,161.0,92.55,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,42.86,8.0,50.0,214.0,0.0,0.0,0.0,0.0,1.0,25.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,214.0,0.0,0.0,0.0,0.0,17.0,2.0
0,590262,Erick Pulgar,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.8,0.0,0.0,186.0,13.0,199.0,93.47,30.0,2.0,1.0,50.0,17.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,75.0,23.0,45.1,366.0,0.0,0.0,0.0,0.0,4.0,80.0,3.0,2.0,0.0,6.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,28.0,2.0,0.0,5.0,0.0,366.0,0.0,2.0,1.0,0.0,43.0,5.0
0,1170954,Victor Hugo,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.7333333333333,0.0,0.0,38.0,6.0,44.0,86.36,4.0,1.0,3.0,100.0,2.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,1.0,1.0,50.0,7.0,26.92,119.0,0.0,0.0,0.0,0.0,3.0,50.0,2.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,1.0,0.0,6.0,0.0,119.0,0.0,1.0,2.0,0.0,4.0,3.0
0,828839,Allan,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.7333333333333,0.0,0.0,92.0,12.0,104.0,88.46,18.0,0.0,1.0,100.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,9.0,31.03,153.0,0.0,0.0,0.0,0.0,4.0,80.0,1.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,20.0,0.0,0.0,5.0,0.0,153.0,0.0,1.0,2.0,0.0,10.0,3.0
0,1466084,Wallace,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.7,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1639823,Lucyan,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.7,0.0,0.0,8.0,1.0,9.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,2.0
0,358550,Thiago Maia,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.6,0.0,0.0,40.0,6.0,46.0,86.96,2.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,3.0,37.5,73.0,0.0,0.0,0.0,0.0,1.0,16.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,6.0,0.0,73.0,0.0,1.0,0.0,0.0,4.0,1.0
0,1175553,Matheus Gonçalves,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.6,0.0,0.0,20.0,4.0,24.0,0.0,5.0,1.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.86,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,2.0,0.0,2.0,2.0
0,1002435,Gabriel Noga,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.5,0.0,0.0,87.0,6.0,93.0,93.55,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,4.0,36.36,108.0,0.0,0.0,0.0,0.0,2.0,40.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,108.0,0.0,0.0,0.0,0.0,5.0,1.0
0,1384828,Weliton Santos do Amaral,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,0.0,1.0,1.0
0,1589396,Pedro Henrique Estevam,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1003060,Santiago Ocampos,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.5,0.0,0.0,70.0,12.0,82.0,85.37,5.0,1.0,1.0,50.0,3.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,2.0,100.0,3.0,16.67,141.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,15.0,0.0,0.0,5.0,0.0,141.0,0.0,0.0,1.0,0.0,9.0,2.0
0,1199430,Zé Welinton,Flamengo,#ff0000,#000000,https://api.sofascore.com/api/v1/team/5981/image,6.45,0.0,0.0,81.0,21.0,102.0,79.41,10.0,0.0,1.0,50.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,60.0,10.0,30.3,214.0,0.0,0.0,0.0,1.0,1.0,12.5,3.0,2.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,2.0,0.0,8.0,0.0,214.0,0.0,0.0,0.0,0.0,15.0,2.0
0,868060,Diego Guerra,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,7.3714285714286,1.0,2.0,349.0,37.0,386.0,90.41,26.0,1.0,3.0,100.0,39.0,1.0,0.0,0.0,2.0,66.67,6.0,1.0,5.0,5.0,38.46,23.0,41.07,816.0,16.67,0.0,0.0,0.0,25.0,56.82,20.0,3.0,2.0,7.0,12.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,33.0,8.0,0.0,44.0,0.0,816.0,0.0,1.0,0.0,12.0,66.0,8.0
0,1123146,Anderson Rosa,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,7.2857142857143,1.0,1.0,177.0,43.0,220.0,80.45,17.0,10.0,16.0,80.0,18.0,2.0,0.0,0.0,2.0,16.67,11.0,4.0,7.0,1.0,16.67,47.0,37.01,753.0,9.091,0.0,0.0,1.0,13.0,54.17,2.0,1.0,12.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,80.0,5.0,0.0,24.0,0.0,753.0,0.0,5.0,0.0,0.0,37.0,8.0
0,125000,Pará,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,7.2857142857143,0.0,0.0,204.0,57.0,261.0,78.16,25.0,6.0,11.0,73.33,40.0,2.0,0.0,0.0,10.0,37.04,3.0,0.0,3.0,11.0,64.71,51.0,43.22,796.0,0.0,0.0,0.0,1.0,28.0,66.67,9.0,3.0,8.0,10.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,27.0,67.0,6.0,0.0,42.0,0.0,796.0,0.0,1.0,0.0,0.0,75.0,8.0
0,936687,Lucas Santos,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,7.2,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,75.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,1.0,0.0,2.0,1.0
0,807776,João Paulo,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,7.1333333333333,0.0,0.0,305.0,31.0,336.0,90.77,48.0,6.0,10.0,83.33,13.0,4.0,0.0,0.0,3.0,42.86,2.0,1.0,1.0,1.0,14.29,34.0,39.08,582.0,0.0,0.0,0.0,0.0,18.0,62.07,1.0,1.0,10.0,8.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,53.0,6.0,0.0,29.0,0.0,582.0,0.0,6.0,0.0,0.0,39.0,7.0
0,867991,Patrick Carvalho,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,7.04,2.0,2.0,24.0,6.0,30.0,80.0,0.0,0.0,6.0,75.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,4.0,40.0,18.0,37.5,383.0,33.33,1.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,1.0,30.0,6.0,0.0,1.0,0.0,191.5,0.0,6.0,0.0,0.0,2.0,6.0
0,1176197,Dida,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,7.0142857142857,0.0,0.0,54.0,13.0,67.0,80.6,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.67,2.0,66.67,840.0,0.0,0.0,0.0,0.0,10.0,45.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,22.0,3.0,840.0,0.0,0.0,0.0,37.0,20.0,8.0
0,869584,Rodolfo Filemon,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.9833333333333,0.0,0.0,258.0,34.0,292.0,88.36,27.0,0.0,1.0,100.0,24.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,42.86,24.0,38.1,734.0,0.0,0.0,0.0,0.0,30.0,60.0,22.0,2.0,5.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,39.0,12.0,0.0,50.0,0.0,734.0,0.0,0.0,0.0,1.0,44.0,7.0
0,840256,Wellington Cézar,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.9571428571429,0.0,1.0,298.0,47.0,345.0,86.38,30.0,5.0,8.0,100.0,24.0,0.0,0.0,0.0,3.0,60.0,3.0,2.0,1.0,8.0,72.73,60.0,44.78,840.0,0.0,0.0,0.0,0.0,18.0,47.37,15.0,5.0,14.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,74.0,3.0,0.0,38.0,0.0,840.0,0.0,0.0,0.0,0.0,66.0,8.0
0,329053,Nenê Bonilha,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.95,1.0,1.0,125.0,25.0,150.0,83.33,27.0,6.0,4.0,57.14,9.0,1.0,0.0,0.0,1.0,25.0,11.0,6.0,5.0,10.0,50.0,34.0,38.64,544.0,9.091,0.0,0.0,2.0,5.0,62.5,1.0,4.0,12.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,54.0,10.0,0.0,8.0,0.0,544.0,0.0,8.0,0.0,0.0,25.0,8.0
0,1588034,Miguel Vinicius Souza de Silva,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.925,0.0,1.0,55.0,11.0,66.0,83.33,7.0,1.0,8.0,72.73,6.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,0.0,0.0,25.0,37.31,255.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,42.0,4.0,0.0,1.0,0.0,255.0,0.0,2.0,2.0,0.0,7.0,4.0
0,867960,Romarinho,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.8,1.0,1.0,86.0,15.0,101.0,85.15,3.0,1.0,1.0,33.33,5.0,1.0,0.0,0.0,1.0,25.0,5.0,3.0,2.0,3.0,42.86,25.0,34.25,479.0,20.0,0.0,0.0,2.0,2.0,40.0,1.0,0.0,13.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,48.0,4.0,0.0,5.0,0.0,479.0,0.0,3.0,0.0,0.0,15.0,6.0
0,835250,Joazi,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.7666666666667,0.0,0.0,41.0,9.0,50.0,82.0,1.0,0.0,4.0,80.0,7.0,1.0,0.0,0.0,2.0,28.57,1.0,0.0,1.0,2.0,50.0,14.0,42.42,213.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,19.0,2.0,0.0,2.0,0.0,213.0,0.0,1.0,2.0,0.0,13.0,4.0
0,1109500,Breno,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.7666666666667,0.0,0.0,29.0,9.0,38.0,76.32,5.0,1.0,4.0,80.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,2.0,20.0,13.0,28.26,334.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,33.0,8.0,0.0,2.0,0.0,334.0,0.0,1.0,5.0,0.0,9.0,7.0
0,986857,Carlos Coppetti,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.7,0.0,0.0,117.0,26.0,143.0,81.82,13.0,3.0,1.0,33.33,19.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,50.0,22.0,30.99,389.0,0.0,0.0,0.0,0.0,5.0,55.56,7.0,3.0,3.0,19.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,49.0,3.0,0.0,9.0,0.0,389.0,0.0,0.0,5.0,0.0,40.0,7.0
0,1462909,Elicley Soares,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.675,0.0,0.0,24.0,6.0,30.0,80.0,2.0,0.0,9.0,75.0,5.0,0.0,0.0,0.0,1.0,20.0,3.0,1.0,2.0,2.0,50.0,21.0,43.75,186.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,2.0,0.0,0.0,0.0,186.0,0.0,0.0,5.0,0.0,8.0,5.0
0,1175571,Willian,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.6666666666667,0.0,0.0,26.0,13.0,39.0,66.67,3.0,1.0,1.0,100.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,10.0,45.45,157.0,0.0,0.0,0.0,0.0,4.0,57.14,3.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,1.0,0.0,7.0,0.0,157.0,0.0,1.0,2.0,0.0,14.0,3.0
0,840456,Leandrinho,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.6,0.0,0.0,58.0,7.0,65.0,89.23,4.0,1.0,4.0,80.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,33.33,14.0,31.11,163.0,0.0,0.0,0.0,0.0,1.0,33.33,2.0,1.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,3.0,0.0,163.0,0.0,0.0,5.0,0.0,6.0,5.0
0,243557,Hernane,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.525,0.0,0.0,14.0,8.0,22.0,63.64,2.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.67,6.0,21.43,138.0,0.0,0.0,0.0,0.0,2.0,66.67,1.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,0.0,3.0,0.0,138.0,0.0,0.0,4.0,0.0,5.0,4.0
0,1465221,Kayo,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.475,0.0,0.0,7.0,4.0,11.0,63.64,1.0,0.0,1.0,25.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,6.0,28.57,64.0,0.0,0.0,0.0,0.0,1.0,25.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,64.0,0.0,0.0,4.0,0.0,6.0,4.0
0,1479167,Ronaldo,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.3833333333333,1.0,1.0,106.0,45.0,151.0,70.2,8.0,2.0,4.0,57.14,14.0,4.0,0.0,0.0,5.0,35.71,1.0,1.0,0.0,6.0,54.55,19.0,25.33,508.0,0.0,0.0,0.0,0.0,5.0,27.78,8.0,2.0,4.0,9.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,56.0,5.0,0.0,18.0,0.0,508.0,0.0,3.0,2.0,0.0,23.0,7.0
0,1047081,Vinícius Garcia,Portuguesa-RJ,#cc0014,#005400,https://api.sofascore.com/api/v1/team/208067/image,6.2,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0,2.0,0.0,1.0,2.0
0,1018632,Rodriguinho,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,7.7,0.0,0.0,10.0,4.0,14.0,71.43,3.0,2.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,8.0,50.0,106.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,106.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1148485,Leandro Naziozeno,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,7.2,0.0,0.0,10.0,2.0,12.0,83.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,101.0,0.0,0.0,0.0,12.0,5.0,1.0
0,892126,Patrick,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,7.18,0.0,0.0,163.0,21.0,184.0,88.59,27.0,5.0,33.0,66.0,11.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,1.0,20.0,85.0,42.29,529.0,0.0,0.0,0.0,0.0,10.0,66.67,2.0,3.0,21.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,116.0,4.0,0.0,15.0,0.0,529.0,0.0,1.0,0.0,0.0,28.0,6.0
0,873135,Tavinho,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,7.1333333333333,0.0,0.0,63.0,11.0,74.0,85.14,8.0,3.0,7.0,87.5,0.0,1.0,0.0,0.0,1.0,50.0,5.0,1.0,4.0,3.0,100.0,23.0,48.94,228.0,0.0,0.0,0.0,1.0,1.0,50.0,2.0,1.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,2.0,0.0,228.0,0.0,2.0,1.0,0.0,17.0,3.0
0,848188,Bruno Paulo,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,7.0,0.0,0.0,35.0,12.0,47.0,74.47,4.0,1.0,9.0,100.0,2.0,2.0,0.0,0.0,2.0,50.0,3.0,1.0,2.0,2.0,25.0,24.0,42.86,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,32.0,6.0,0.0,2.0,0.0,231.0,0.0,3.0,0.0,0.0,11.0,3.0
0,866905,Anderson Max,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.9142857142857,0.0,0.0,61.0,8.0,69.0,88.41,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,100.0,743.0,0.0,0.0,0.0,0.0,13.0,68.42,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,743.0,0.0,0.0,0.0,79.0,25.0,7.0
0,583828,Acacio,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.78,0.0,0.0,103.0,21.0,124.0,83.06,11.0,0.0,1.0,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,41.67,19.0,33.93,380.0,0.0,0.0,0.0,0.0,5.0,45.45,9.0,2.0,2.0,3.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,37.0,7.0,0.0,11.0,0.0,380.0,0.0,2.0,1.0,0.0,33.0,5.0
0,1047207,Edilson,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.7714285714286,0.0,0.0,83.0,23.0,106.0,78.3,7.0,5.0,18.0,58.06,13.0,0.0,0.0,0.0,5.0,45.45,6.0,1.0,5.0,3.0,50.0,46.0,45.1,493.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,13.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,56.0,3.0,0.0,1.0,0.0,493.0,0.0,0.0,4.0,0.0,18.0,7.0
0,1609625,Matheus da Silva Barbosa,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.7666666666667,0.0,0.0,93.0,9.0,102.0,91.18,11.0,0.0,2.0,100.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,70.0,23.0,41.82,252.0,0.0,0.0,0.0,0.0,6.0,75.0,13.0,4.0,4.0,5.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,32.0,3.0,0.0,8.0,0.0,252.0,0.0,1.0,1.0,0.0,29.0,3.0
0,1104069,Clisman,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.7625,0.0,0.0,79.0,17.0,96.0,82.29,4.0,3.0,8.0,66.67,10.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,5.0,29.41,39.0,37.14,425.0,0.0,0.0,0.0,0.0,2.0,66.67,0.0,1.0,17.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,66.0,12.0,0.0,3.0,0.0,425.0,0.0,2.0,5.0,0.0,14.0,8.0
0,904330,Igor,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.6875,0.0,0.0,271.0,43.0,314.0,86.31,20.0,0.0,3.0,50.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,52.17,40.0,40.82,844.0,0.0,0.0,0.0,0.0,29.0,58.0,31.0,9.0,6.0,6.0,29.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,58.0,11.0,0.0,50.0,0.0,844.0,0.0,0.0,0.0,1.0,61.0,8.0
0,1466249,Romarinho,Audax-RJ,#52b030,#52b030,https://api.sofascore.com/api/v1/team/85341/image,6.6875,0.0,0.0,242.0,48.0,290.0,83.45,28.0,6.0,11.0,78.57,23.0,2.0,0.0,0.0,2.0,66.67,3.0,1.0,2.0,3.0,37.5,45.0,37.5,662.0,0.0,0.0,0.0,1.0,6.0,31.58,8.0,5.0,17.0,9.0,17.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,75.0,5.0,0.0,19.0,0.0,662.0,0.0,4.0,1.0,1.0,40.0,8.0
