,name,position,primary_color,secondary_color,badge_url,avatar_url,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,dispossessed,totalContest,wonContest,shotOffTarget,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,totalTackle,errorLeadToAShot,ownGoals,wasFouled,fouls,totalOffside,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,totalOffside,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,keyPass,expectedAssists,groundWon
10,Lelê,F,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1173457/image,8.0,5.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,6.0,8.0,0.0,0.0,4.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,24.0,8.3,5.0,0.94,0.0,0.0,4.0
11,João Neto,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1110033/image,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,21.0,7.1,3.0,0.19,1.0,0.01,3.0
12,Kauã Elias,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1482841/image,13.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,5.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,22.0,7.0,3.0,0.05,1.0,0.02,5.0
13,Arthur Wenderroscky,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1382913/image,27.0,26.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,6.6,4.0,0.0,0.0,0.0,2.0
14,Rafael Monteiro,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1485293/image,23.0,19.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0,6.6,4.0,0.01,0.0,0.0,0.0
15,Vitor Eudes,G,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/927666/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Davi,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1106777/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Luan Freitas,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/986064/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Jhonny,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1185449/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Gustavo Apis,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1106778/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Thiago Henrique Gonçalves Silva,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1588031/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Gustavo Dohmann,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1485275/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Alexandre Jesus,F,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1016865/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
