,name,position,primary_color,secondary_color,badge_url,avatar_url,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,dispossessed,totalContest,wonContest,shotOffTarget,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,totalTackle,errorLeadToAShot,ownGoals,wasFouled,fouls,totalOffside,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,totalOffside,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,keyPass,expectedAssists,groundWon
10,Jeffinho,F,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/1016948/image,44.0,29.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,13.0,12.0,0.0,1.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,75.0,8.0,15.0,0.11,2.0,0.05,12.0
11,Júnior Santos,F,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/922559/image,8.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,6.7,7.0,0.1,1.0,0.01,3.0
12,Marçal,D,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/143593/image,13.0,8.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,7.0,4.0,0.0,1.0,0.36,2.0
13,Kaué Rodrigues Pessanha,M,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/1609566/image,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,6.6,6.0,0.01,0.0,0.0,0.0
14,Janderson,F,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/1462989/image,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,6.7,3.0,0.0,0.0,0.0,0.0
15,Raí,D,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/1175321/image,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,6.6,0.0,0.0,0.0,0.0,2.0
16,Igo Gabriel,G,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/981701/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Bastos,D,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/215956/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Diego Hernández,M,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/1086482/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Matías Segovia,M,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/988622/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Jacob Montes,M,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/1009787/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Newton Junior,M,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/1065370/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Matheus Nascimento,F,#ffffff,#000000,https://api.sofascore.com/api/v1/team/1958/image,https://api.sofascore.com/api/v1/player/1047683/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,André Luiz,G,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1047775/image,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,90.0,16.0,8.2,1.0,0.0,0.0,0.0,0.0
1,Sheldon,D,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1110656/image,20.0,15.0,5.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,30.0,7.7,10.0,0.12,0.0,0.0,4.0
2,Mizael Monteiro,D,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1495666/image,24.0,20.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,34.0,7.5,6.0,0.0,0.0,0.0,2.0
3,Pablo Maldini,D,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1047812/image,25.0,19.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,33.0,7.1,4.0,0.0,0.0,0.0,1.0
4,Alyson,D,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/931484/image,18.0,12.0,5.0,1.0,0.0,1.0,0.0,3.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,27.0,7.0,12.0,0.0,1.0,0.09,1.0
5,William Oliveira,M,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/868033/image,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,23.0,6.5,3.0,0.0,0.0,0.0,1.0
6,Jefferson Souza,M,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1111131/image,14.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,14.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,26.0,6.6,4.0,0.0,0.0,0.0,9.0
7,Crystopher,M,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/869676/image,16.0,10.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,20.0,7.0,7.0,0.0,2.0,0.12,0.0
8,Ryan,M,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1105850/image,41.0,34.0,5.0,3.0,0.0,0.0,0.0,2.0,1.0,17.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,58.0,6.8,9.0,0.0,0.0,0.0,7.0
9,Matheus Alessandro,M,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/868094/image,22.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,16.0,11.0,1.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0,39.0,6.7,17.0,0.09,0.0,0.0,10.0
10,Matheus Lucas,F,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/976088/image,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,8.0,6.5,4.0,0.0,0.0,0.0,2.0
11,Cristian Renato,F,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1148306/image,7.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,13.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,11.0,6.3,10.0,0.0,0.0,0.0,3.0
12,Leo Costa,M,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/874035/image,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,15.0,6.5,4.0,0.0,0.0,0.0,0.0
13,Mateus Ludke,D,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1187863/image,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,9.0,6.7,8.0,0.0,0.0,0.0,2.0
14,Erick Flores,M,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/804182/image,9.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,15.0,6.6,7.0,0.0,0.0,0.0,7.0
15,Gabriel Silva,D,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1112493/image,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,6.8,4.0,0.0,0.0,0.0,1.0
16,Wellington Tim,D,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1005743/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Raul,D,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/794925/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Abner Vinicius do Nascimento Custodio,F,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1545700/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Matheus,,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1641127/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Léo,,#38A356,#FFFFFF,https://api.sofascore.com/api/v1/team/6977/image,https://api.sofascore.com/api/v1/player/1641126/image,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Vitor Eudes,G,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/927666/image,17.0,14.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,90.0,20.0,7.0,3.0,0.0,0.0,0.0,0.0
1,Lucas Justen,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1521960/image,72.0,66.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,91.0,7.1,7.0,0.0,0.0,0.0,5.0
2,Luan Freitas,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/986064/image,94.0,89.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,107.0,7.0,5.0,0.1,0.0,0.0,1.0
3,Antônio Carlos,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/242209/image,83.0,80.0,8.0,5.0,0.0,0.0,0.0,1.0,3.0,6.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,97.0,7.1,4.0,0.0,0.0,0.0,3.0
4,Rafael Monteiro Reis,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1485293/image,37.0,35.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,8.0,7.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,54.0,6.9,8.0,0.01,0.0,0.0,7.0
5,Felipe Andrade,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1586575/image,80.0,77.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,96.0,7.3,6.0,0.18,0.0,0.0,7.0
6,Gustavo Apis,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1106778/image,38.0,36.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,49.0,6.9,2.0,0.09,0.0,0.0,7.0
7,João Neto,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1110033/image,12.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,22.0,7.2,3.0,0.0,2.0,0.13,2.0
8,Arthur Wenderroscky,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1382913/image,42.0,40.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,6.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,59.0,7.6,7.0,0.0,2.0,0.11,6.0
9,Isaac,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1464519/image,42.0,36.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,12.0,2.0,5.0,9.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,73.0,6.4,15.0,0.14,2.0,0.13,12.0
10,Lelê,F,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1173457/image,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,29.0,7.5,6.0,0.51,2.0,0.18,5.0
11,Marcos Pedro,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1106147/image,35.0,26.0,4.0,2.0,0.0,4.0,1.0,1.0,2.0,4.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,6.9,7.0,0.0,1.0,0.11,4.0
12,Edinho,M,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1111124/image,32.0,29.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,45.0,6.5,5.0,0.0,1.0,0.21,5.0
13,Jhonny,D,#A1002C,#006A3D,https://api.sofascore.com/api/v1/team/1961/image,https://api.sofascore.com/api/v1/player/1185449/image,9.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,6.6,2.0,0.0,0.0,0.0,2.0
